iteration,ess_f,ess_m,ess_t
700,2457.311895,1318.980089,3459.70091
701,2459.045819,1319.287277,3461.551656
702,2457.465004,1319.15592,3458.066666
703,2457.905085,1318.989793,3458.019322
704,2457.256317,1319.415,3458.348006
705,2457.66027,1320.568746,3460.417526
706,2457.797879,1321.501151,3460.982488
707,2459.014939,1322.204225,3463.56554
708,2457.942284,1322.760069,3462.500521
709,2458.599411,1320.83118,3460.902317
710,2458.894522,1320.819861,3461.322201
711,2458.736656,1321.092479,3462.259755
712,2457.886139,1318.616332,3458.967061
713,2455.69944,1318.696461,3457.493613
714,2456.944006,1317.521933,3457.529792
715,2456.530568,1317.802252,3457.255365
716,2456.587468,1317.608086,3458.93111
717,2457.936522,1317.221022,3460.184405
718,2458.798188,1316.509482,3461.365859
719,2454.496393,1315.39302,3458.534653
720,2453.972326,1315.080403,3458.112024
721,2452.294887,1312.503901,3451.730837
722,2444.946184,1309.473045,3444.306797
723,2445.580984,1310.033383,3444.601572
724,2444.780121,1309.513151,3444.109502
725,2444.97306,1308.385812,3443.730535
726,2446.141016,1308.890727,3444.182017
727,2444.30399,1309.568443,3443.373783
728,2445.06265,1309.81777,3444.696144
729,2445.364265,1309.93043,3445.417503
730,2444.982603,1309.841099,3442.997461
731,2441.985228,1310.090664,3439.534911
732,2440.996135,1310.136833,3438.800251
733,2441.944072,1310.459191,3439.672737
734,2443.319812,1309.934395,3440.823515
735,2444.873635,1311.128741,3443.62545
736,2446.367566,1311.876469,3445.744511
737,2447.557065,1312.415703,3447.071938
738,2446.902489,1312.964527,3446.240116
739,2447.83432,1312.627489,3446.626141
740,2448.872878,1313.463454,3448.271703
741,2450.115877,1313.264065,3449.356971
742,2451.251225,1313.773801,3451.111854
743,2450.214325,1314.335961,3450.183306
744,2451.725265,1315.313006,3452.617884
745,2451.637887,1309.194018,3446.493594
746,2450.626235,1308.963065,3444.50394
747,2449.218026,1308.751749,3443.524574
748,2449.799494,1309.578687,3444.951423
749,2450.745769,1309.853881,3446.053012
750,2451.045227,1309.550638,3446.806986
751,2451.768063,1308.811699,3444.824961
752,2452.741009,1309.415381,3447.192905
753,2453.426778,1310.195693,3448.418586
754,2453.587403,1311.129318,3449.990438
755,2453.893143,1310.799473,3449.337636
756,2454.723082,1310.76757,3450.289736
757,2455.368801,1311.426937,3452.285824
758,2457.032272,1312.109123,3454.116093
759,2455.364756,1311.516135,3452.066684
760,2456.049049,1311.92581,3453.527562
761,2455.711018,1310.914414,3452.532341
762,2456.979237,1311.142977,3453.791863
763,2457.263772,1310.570806,3453.734363
764,2457.825564,1310.256862,3454.30072
765,2458.833453,1310.081465,3455.762748
766,2457.844328,1310.181049,3455.091021
767,2458.370085,1310.577704,3455.98071
768,2459.822221,1310.87836,3458.558407
769,2459.617455,1311.313598,3457.317181
770,2459.373458,1310.343791,3456.825478
771,2458.170303,1310.098816,3456.227961
772,2457.95054,1310.058894,3456.316694
773,2457.380403,1310.727991,3456.007746
774,2456.938606,1310.740553,3455.557978
775,2458.622639,1311.431376,3458.021048
776,2449.740973,1310.460318,3449.162956
777,2449.914572,1310.671162,3450.231975
778,2451.809962,1310.442021,3451.33826
779,2451.837077,1309.958853,3452.421487
780,2452.645068,1310.413729,3453.314459
781,2453.237367,1310.26469,3453.656416
782,2450.569502,1309.846322,3453.893927
783,2451.953638,1310.439033,3455.917498
784,2450.401155,1308.034828,3451.244055
785,2448.986606,1306.767426,3449.184178
786,2448.715074,1306.059123,3447.637055
787,2449.427748,1306.009101,3447.761161
788,2450.492181,1306.005135,3448.592568
789,2451.242621,1305.546782,3449.81372
790,2450.974425,1305.509746,3449.798229
791,2452.301593,1306.477326,3452.011904
792,2447.955449,1305.545645,3446.965876
793,2447.923728,1304.748965,3445.844602
794,2448.187843,1305.334627,3446.732082
795,2448.605281,1305.089131,3447.771702
796,2447.922698,1305.89974,3447.527318
797,2448.861217,1305.85541,3448.362968
798,2449.87871,1306.70808,3450.621654
799,2451.490793,1307.732019,3453.227194
800,2451.845407,1308.229996,3453.55186
801,2453.019746,1308.643263,3454.823844
802,2452.661951,1308.695744,3455.168984
803,2453.830186,1309.302693,3456.066938
804,2454.928299,1310.343746,3458.625257
805,2455.746421,1309.744847,3458.614237
806,2455.962982,1310.178557,3458.890787
807,2455.686746,1310.868554,3459.339265
808,2455.900257,1311.303421,3459.310177
809,2456.040938,1311.27265,3458.996561
810,2455.118152,1311.117837,3458.301408
811,2456.163285,1311.131537,3459.607443
812,2453.453409,1311.065683,3458.045308
813,2454.308283,1311.57163,3458.868173
814,2455.682147,1311.212482,3460.223131
815,2456.609286,1311.804767,3461.927867
816,2456.16963,1311.552316,3462.583074
817,2456.691406,1311.73957,3463.018212
818,2456.745337,1311.704402,3462.045145
819,2457.85739,1312.65824,3464.409622
820,2458.949816,1312.142932,3464.693126
821,2459.708401,1312.778491,3466.748048
822,2460.713931,1312.140411,3467.095206
823,2461.147969,1312.48,3468.504529
824,2462.310854,1312.851181,3469.710279
825,2463.434502,1313.48253,3471.544606
826,2464.393298,1313.530178,3472.515144
827,2464.857969,1313.343486,3471.913427
828,2464.772537,1313.323043,3472.636698
829,2459.924879,1312.527007,3469.540707
830,2459.446067,1311.643596,3469.165637
831,2459.223983,1311.785146,3469.365061
832,2458.125347,1311.475433,3466.218221
833,2459.834412,1311.981812,3467.959956
834,2458.914501,1311.516777,3465.278731
835,2458.754582,1312.15134,3466.083677
836,2458.710058,1313.0075,3466.885768
837,2458.263658,1312.056204,3464.31366
838,2459.161396,1312.530208,3465.176507
839,2458.324819,1312.356862,3464.878532
840,2457.721879,1311.07012,3462.283069
841,2458.51115,1311.294593,3463.990467
842,2458.79126,1311.805658,3464.816786
843,2459.566156,1312.368594,3465.661146
844,2460.461239,1313.052419,3467.093732
845,2461.658166,1313.46577,3468.427574
846,2462.346908,1314.033705,3470.467018
847,2462.279995,1314.091148,3469.813082
848,2462.375758,1314.4623,3470.019991
849,2462.708222,1314.464304,3470.310609
850,2463.669917,1314.052325,3470.771265
851,2464.728987,1313.481018,3469.712942
852,2466.295115,1313.318666,3470.922085
853,2467.751477,1313.412733,3472.98594
854,2464.002096,1313.925819,3470.385527
855,2464.539192,1314.625941,3471.195897
856,2463.546817,1314.748724,3469.546455
857,2463.208046,1313.491091,3468.049943
858,2463.625183,1313.559784,3467.807076
859,2463.289128,1313.275672,3467.067667
860,2464.200061,1313.102037,3468.0736
861,2463.188431,1313.490713,3466.59467
862,2463.243444,1313.258307,3466.089208
863,2463.303571,1312.477527,3466.930962
864,2463.166429,1312.56664,3467.273341
865,2463.736645,1312.748891,3468.754946
866,2463.183473,1312.68742,3469.786104
867,2463.301551,1312.707405,3469.838959
868,2463.491384,1313.008709,3470.509594
869,2461.4862,1313.137518,3468.522667
870,2461.96542,1313.716269,3469.360057
871,2462.747001,1313.904858,3469.253448
872,2463.478368,1312.86369,3470.007427
873,2463.588199,1313.44548,3471.214151
874,2465.149419,1313.690152,3473.184483
875,2466.089386,1313.518712,3474.688096
876,2467.138155,1314.141146,3475.996569
877,2466.398461,1312.014967,3470.706381
878,2466.521696,1312.499264,3471.634621
879,2467.492867,1313.146805,3473.340094
880,2466.397642,1312.652199,3471.970443
881,2466.819359,1312.876044,3473.629435
882,2468.399157,1313.668472,3475.872833
883,2469.682822,1313.8304,3477.067132
884,2470.101403,1314.176416,3477.688866
885,2471.042307,1314.220181,3478.673731
886,2471.766593,1314.38894,3479.372528
887,2472.587924,1314.052877,3479.1001
888,2471.271337,1313.207999,3476.852581
889,2470.803895,1313.460543,3476.759078
890,2468.660162,1313.4252,3475.483897
891,2467.520418,1312.668151,3474.593824
892,2468.026017,1312.25098,3474.58361
893,2465.366296,1311.602711,3473.453361
894,2465.292901,1311.994399,3473.425925
895,2465.130209,1312.358431,3475.013709
896,2465.751419,1312.197746,3475.363774
897,2465.46029,1312.104942,3474.604606
898,2463.890607,1311.920341,3472.121847
899,2463.396256,1311.898421,3471.136519
900,2456.9595,1310.581272,3460.728749
901,2457.627899,1310.561997,3461.430329
902,2458.150789,1309.972335,3461.248633
903,2459.080817,1310.243697,3462.488047
904,2449.699752,1309.683748,3452.148939
905,2450.438605,1310.661279,3454.137152
906,2451.251958,1310.59131,3455.008821
907,2452.55612,1310.953934,3457.056583
908,2452.388779,1311.357235,3457.175849
909,2452.996788,1311.420737,3457.375937
910,2453.967234,1312.033833,3459.394
911,2454.979488,1311.756867,3460.370413
912,2454.066993,1311.055811,3459.733107
913,2455.173512,1310.425989,3461.497575
914,2455.482747,1310.499202,3461.934577
915,2455.530306,1310.913639,3463.209527
916,2456.032807,1311.371381,3464.685163
917,2456.532404,1311.324102,3466.065231
918,2456.408103,1312.121472,3466.527072
919,2457.62313,1312.116741,3466.99433
920,2454.176885,1312.438401,3465.507052
921,2454.43891,1312.929595,3466.674519
922,2455.304723,1313.496455,3468.243908
923,2455.862999,1314.07468,3469.657771
924,2455.422581,1314.330596,3468.81978
925,2456.035654,1315.064796,3469.703094
926,2454.033108,1314.827933,3468.012366
927,2454.352607,1314.995279,3469.348737
928,2455.223355,1315.614091,3470.152206
929,2454.828462,1315.484958,3468.334065
930,2455.230392,1315.592589,3468.246055
931,2453.727582,1310.534978,3459.631357
932,2454.886734,1310.329949,3460.598547
933,2455.754197,1310.640301,3462.702444
934,2455.864414,1311.022033,3462.828158
935,2457.177231,1311.995333,3464.74282
936,2457.607021,1312.208126,3465.105155
937,2457.174185,1311.619557,3464.438654
938,2457.045855,1309.218059,3462.793878
939,2458.099882,1309.986349,3464.090666
940,2458.5419,1310.613214,3466.037445
941,2459.518878,1310.948659,3467.348682
942,2460.230714,1310.786953,3467.632622
943,2458.837839,1310.640921,3464.558691
944,2459.992764,1310.581669,3466.048214
945,2460.531309,1310.672214,3466.441503
946,2460.973528,1311.268643,3467.161477
947,2462.104735,1311.85756,3469.0379
948,2461.685477,1312.634242,3468.992353
949,2462.186115,1312.149824,3468.848898
950,2462.219443,1312.430929,3469.311649
951,2463.088811,1312.909034,3470.213273
952,2462.986019,1312.778488,3469.459932
953,2462.915594,1313.321634,3469.880888
954,2462.937436,1313.397598,3470.522577
955,2462.234857,1312.220748,3468.194554
956,2463.178921,1311.409306,3468.776942
957,2463.241508,1310.355848,3467.626318
958,2462.991885,1309.392675,3465.93983
959,2463.006913,1308.4035,3463.958562
960,2461.488199,1308.194335,3462.688039
961,2461.84657,1307.9544,3462.628206
962,2462.919474,1308.269927,3463.815682
963,2462.601811,1308.302559,3463.588616
964,2461.10431,1308.672405,3463.707217
965,2462.14889,1309.02345,3464.332628
966,2461.334581,1308.988235,3464.531462
967,2460.692381,1308.907568,3463.704818
968,2459.742199,1307.694618,3459.981063
969,2460.848741,1308.100587,3461.241658
970,2460.852285,1308.372981,3461.167287
971,2462.541055,1308.960142,3463.542153
972,2463.576835,1308.929942,3465.378874
973,2462.039225,1308.980015,3463.106344
974,2461.936865,1308.898895,3463.371129
975,2461.718648,1308.954317,3462.269242
976,2462.627694,1309.293724,3463.308092
977,2463.394682,1309.177011,3463.67546
978,2464.033634,1309.482288,3464.261992
979,2464.737675,1309.643775,3466.008725
980,2465.032868,1310.370927,3467.214823
981,2464.225729,1310.121952,3464.19863
982,2463.564817,1310.531652,3463.941518
983,2463.660931,1310.42493,3464.392987
984,2464.624457,1310.455517,3465.271373
985,2463.34284,1311.034282,3465.58683
986,2463.984427,1311.356828,3466.655824
987,2465.041539,1311.83956,3468.43241
988,2464.659259,1311.465744,3468.15529
989,2465.210843,1311.951404,3469.209991
990,2465.872068,1311.395081,3468.596315
991,2466.384287,1310.94049,3467.921091
992,2465.072408,1309.92146,3466.655316
993,2465.963333,1310.36247,3467.196064
994,2465.848619,1309.581707,3466.132282
995,2466.516843,1310.021484,3467.019886
996,2466.756202,1310.413623,3467.303688
997,2466.482496,1310.388923,3467.404814
998,2467.716166,1310.935229,3469.408519
999,2466.960052,1310.927259,3468.71297
1000,2468.16197,1311.496501,3470.472825
