year,species_code,comp_type,iss_age,base_iss_length,sub_iss_length,sub_samp,region
2007,10130,total,255.3498788032383,2821.51352269048,2001.2125416755764,t50,goa
2007,10200,female,86.08558186750903,1318.6555143485784,1029.8215812032795,t50,goa
2007,10200,male,67.03701134483202,1088.222159340243,863.2733199926306,t50,goa
2007,10200,total,136.9432549348252,1790.5153488522865,1491.6177381492655,t50,goa
2007,10261,female,91.34777114618709,1104.416706974191,788.2131011610599,t50,goa
2007,10261,male,51.972044714826026,627.5816434687626,460.3905121530544,t50,goa
2007,10261,total,134.07771373291308,1310.9628855088547,1010.4460247264166,t50,goa
2007,10262,female,95.66049912311604,2868.5216956461186,2066.5343967670497,t50,goa
2007,10262,male,66.58539842079624,1046.005158832984,757.2098978106989,t50,goa
2007,10262,total,151.6978865004542,3579.0574733934595,2625.3420481714516,t50,goa
2009,10110,female,189.45229913009376,2623.750665130566,1760.9355636517798,t50,goa
2009,10110,male,152.10235972683486,1457.1892061169306,901.7730151360038,t50,goa
2009,10110,total,292.97607317928686,2923.579489468511,2113.3998824834093,t50,goa
2009,10130,female,145.62958484672717,1026.7701537022426,746.906464511307,t50,goa
2009,10130,male,118.417892320099,1129.0608528650373,800.1148117473648,t50,goa
2009,10130,total,237.56400109768725,1848.355869740856,1389.9062176021596,t50,goa
2009,10200,female,109.74450941866893,2064.036311906453,1602.304074775795,t50,goa
2009,10200,male,69.19704803902214,1389.4803631600262,1065.558457017093,t50,goa
2009,10200,total,154.29726434763606,2742.986402047623,2200.8035027755627,t50,goa
2009,10261,female,102.05857346060296,765.7325227956994,483.5261908235243,t50,goa
2009,10261,male,48.95080606302445,340.85530284465716,232.36805714323037,t50,goa
